PY,AU,TI,SO,VL,IS,DI,Z9,citesPerYear
2016,"Holst, Bruna; Weber, Joao L. A.; Bear, George G.; Lisboa, Carolina S. M.",Brazilian cross-cultural adaptation and content validity of the Delaware School Climate Survey-Student (DSCS-S),RELIEVE-REVISTA ELECTRONICA DE INVESTIGACION Y EVALUACION EDUCATIVA,22,2,10.7203/relieve.22.2.6459,4,0.8
2016,"Karam, Charlotte M.; Ralston, David A.",A failure before analysis: the soup to nuts of preparing for multicountry analyses,CROSS CULTURAL & STRATEGIC MANAGEMENT,23,4,10.1108/CCSM-05-2016-0105,4,0.8
2016,"Klein, Andreas; Bhagat, Parimal",Comparative study of technological innovativeness between individuals in the USA and India,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,26,1,10.1108/RIBS-09-2013-0094,4,0.8
2016,"Sulemana, Iddisah; McCann, Laura; James, Harvey S., Jr.",Perceived environmental quality and subjective well-being: are African countries different from developed countries?,INTERNATIONAL JOURNAL OF HAPPINESS AND DEVELOPMENT,3,1,10.1504/IJHD.2016.076209,4,0.8
1992,"KINEBANIAN, A; STOMPH, M",CROSS-CULTURAL OCCUPATIONAL-THERAPY - A CRITICAL REFLECTION,AMERICAN JOURNAL OF OCCUPATIONAL THERAPY,46,8,10.5014/ajot.46.8.751,23,0.7931034482758621
1992,"JACOBS, SE; CROMWELL, J","VISIONS AND REVISIONS OF REALITY - REFLECTIONS ON SEX, SEXUALITY, GENDER, AND GENDER VARIANCE",JOURNAL OF HOMOSEXUALITY,23,4,10.1300/J082v23n04_03,23,0.7931034482758621
1997,"Dwairy, M",Addressing the repressed needs of the Arabic client.,Cultural diversity and mental health,3,1,NA,19,0.7916666666666666
2002,"Kippelen, P; Caillaud, C; Robert, E; Masmoudi, K; Prefaut, C",Exhaled nitric oxide level during and after heavy exercise in athletes with exercise-induced hypoxaemia,PFLUGERS ARCHIV-EUROPEAN JOURNAL OF PHYSIOLOGY,444,3,10.1007/s00424-002-0816-y,15,0.7894736842105263
1993,"LYNN, R; DAI, XY",SEX-DIFFERENCES ON THE CHINESE STANDARDIZATION SAMPLE OF THE WAIS-R,JOURNAL OF GENETIC PSYCHOLOGY,154,4,10.1080/00221325.1993.9914744,22,0.7857142857142857
1993,"BANCROFT, J","IMPACT OF ENVIRONMENT, STRESS, OCCUPATIONAL, AND OTHER HAZARDS ON SEXUALITY AND SEXUAL-BEHAVIOR",ENVIRONMENTAL HEALTH PERSPECTIVES,101,NA,10.2307/3431382,22,0.7857142857142857
1993,"SCHAART, FM; GARBE, C; ORFANOS, CE",OZONE DEPLETION AND SKIN-CANCER - ATTEMPTED ASSESSMENT OF FUTURE RISKS,HAUTARZT,44,2,NA,22,0.7857142857142857
2007,"Tsai, Rung-Ching; Lin, Ker-Neng; Wang, Hsiao-Jyuan; Liu, Hsiu-Chih","Evaluating the uses of the total score and the domain scores in the Cognitive Abilities Screening Instrument, Chinese Version (CASI C-2.0): results of confirmatory factor analysis",INTERNATIONAL PSYCHOGERIATRICS,19,6,10.1017/S1041610207005327,11,0.7857142857142857
2007,"Murata, Kumiko",Pro- and anti-whaling discourses in British and Japanese newspaper reports in comparison: a cross-cultural perspective,DISCOURSE & SOCIETY,18,6,10.1177/0957926507082194,11,0.7857142857142857
2007,"Rallis, Sharon F.; Rossman, Gretchen B.; Gajda, Rebecca",Trustworthiness in evaluation practice: An emphasis on the relational,EVALUATION AND PROGRAM PLANNING,30,4,10.1016/j.evalprogplan.2007.06.006,11,0.7857142857142857
2007,"Nettle, Daniel; Grace, James B.; Choisy, Marc; Cornell, Howard V.; Guegan, Jean-Francois; Hochberg, Michael E.","Cultural Diversity, Economic Development and Societal Instability",PLOS ONE,2,9,10.1371/journal.pone.0000929,11,0.7857142857142857
2007,"Cordeiro, Junia R.; Camelier, Aquiles; Oakley, Frances; Jardim, Jose R.",Cross-cultural reproducibility of the Brazilian Portuguese version of the role checklist for persons with chronic obstructive pulmonary disease,AMERICAN JOURNAL OF OCCUPATIONAL THERAPY,61,1,10.5014/ajot.61.1.33,11,0.7857142857142857
1970,"SIEGEL, BJ",DEFENSIVE STRUCTURING AND ENVIRONMENTAL STRESS,AMERICAN JOURNAL OF SOCIOLOGY,76,1,10.1086/224903,40,0.7843137254901961
1998,"Davies, IRL",A study of colour grouping in three languages: A test of the linguistic relativity hypothesis,BRITISH JOURNAL OF PSYCHOLOGY,89,NA,10.1111/j.2044-8295.1998.tb02695.x,18,0.782608695652174
2003,"Berry, Gordon L",Developing children and multicultural attitudes: the systemic psychosocial influences of television portrayals in a multimedia society.,Cultural diversity & ethnic minority psychology,9,4,10.1037/1099-9809.9.4.360,14,0.7777777777777778
2003,"Stahl, E; Postma, DS; Juniper, EF; Svensson, K; Mear, I; Lofdahl, CG",Health-related quality of life in asthma studies. Can we combine data from different countries?,PULMONARY PHARMACOLOGY & THERAPEUTICS,16,1,10.1016/S1094-5539(02)00171-2,14,0.7777777777777778
2012,"Alvarez, Claudia; Urbano, David",Cultural-cognitive Dimension and Entrepreneurial Activity: A Cross-country Study,REVISTA DE ESTUDIOS SOCIALES,NA,44,10.7440/res44.2012.14,7,0.7777777777777778
2012,"Brunner, J.; Wichert, B.; Burger, D.; von Peinen, K.; Liesegang, A.",A survey on the feeding of eventing horses during competition,JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION,96,5,10.1111/j.1439-0396.2012.01324.x,7,0.7777777777777778
2012,"Lung, For-Wey; Chen, Po-Fei; Shu, Bih-Ching",PREDICTIVE AND CONSTRUCT VALIDITY OF THE BAYLEY SCALES OF INFANT DEVELOPMENT AND THE WECHSLER PRESCHOOL AND PRIMARY SCALE OF INTELLIGENCE WITH THE TAIWAN BIRTH COHORT STUDY INSTRUMENT,PSYCHOLOGICAL REPORTS,111,1,10.2466/10.04.PR0.111.4.83-96,7,0.7777777777777778
2012,"Cao, Liqun; Zhao, Ruohui",The impact of culture on acceptance of soft drugs across Europe,JOURNAL OF CRIMINAL JUSTICE,40,4,10.1016/j.jcrimjus.2012.04.002,7,0.7777777777777778
2012,"Kono, Tomoe; Ehrhart, Karen Holcombe; Ehrhart, Mark G.; Schultze, Tressa",Implicit leadership theories in Japan and the US,ASIA PACIFIC JOURNAL OF HUMAN RESOURCES,50,3,10.1111/j.1744-7941.2012.00026.x,7,0.7777777777777778
2012,"Coburn, Carolyn L.; Weismuller, Penny C.",Asian Motivators for Health Promotion,JOURNAL OF TRANSCULTURAL NURSING,23,2,10.1177/1043659611433869,7,0.7777777777777778
2012,"Tavora, Isabel",Understanding the High Rates of Employment among Low-educated Women in Portugal: A Comparatively Oriented Case Study,GENDER WORK AND ORGANIZATION,19,2,10.1111/j.1468-0432.2010.00489.x,7,0.7777777777777778
2012,"Hoffman, Richard C.; Shipper, Frank M.",The impact of managerial skills on employee outcomes: a cross cultural study,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,23,7,10.1080/09585192.2011.581635,7,0.7777777777777778
2012,"Toussaint, Anne; Heinze, Lisa; Lipsius, Maike; Petermann, Franz",Applicability of the SON-R 6-40 in Children with Hearing Impairment and Children with Diverse Cultural and Language Backgrounds,PRAXIS DER KINDERPSYCHOLOGIE UND KINDERPSYCHIATRIE,61,2,10.13109/prkk.2012.61.2.108,7,0.7777777777777778
1986,"BORNSTEIN, RA",CLASSIFICATION RATES OBTAINED WITH STANDARD CUTOFFS SCORES ON SELECTED NEUROPSYCHOLOGICAL MEASURES,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,8,4,10.1080/01688638608401331,27,0.7714285714285715
1995,"Hoffman, M D; Clifford, P S; Watts, P B; O'Hagan, K P; Mittelstadt, S W",Delta efficiency of uphill roller skiing with the double pole and diagonal stride techniques.,Canadian journal of applied physiology = Revue canadienne de physiologie appliquee,20,4,NA,20,0.7692307692307693
1995,"CHARLTON, R; DOVEY, S; MIZUSHIMA, Y; FORD, E","ATTITUDES TO DEATH AND DYING IN THE UK, NEW-ZEALAND, AND JAPAN",JOURNAL OF PALLIATIVE CARE,11,1,10.1177/082585979501100108,20,0.7692307692307693
2008,"Schouler-Ocak, Meryam; Reiske, Sophie-Luise; Rapp, Michael A.; Heinz, Andreas",Cultural Factors in the Diagnosis and Treatment of Traumatised Migrant Patients from Turkey,TRANSCULTURAL PSYCHIATRY,45,4,10.1177/1363461508100787,10,0.7692307692307693
2008,"Geary, Cynthia Waszak; Burke, Holly M.; Johnson, Laura; Liku, Jennifer; Castelnau, Laure; Neupane, Shailes; Niang, Cheikh","Personal involvement of young people in HIV prevention campaign messages: The role of message format, culture, and gender",HEALTH EDUCATION & BEHAVIOR,35,2,10.1177/1090198106288252,10,0.7692307692307693
2008,"Pace, Fabio; Scarlata, Pamela; Casini, Valentina; Sarzi-Puttini, Piercarlo; Porro, Gabriele Bianchi",Validation of the reflux disease questionnaire for an Italian population of patients with gastroesophageal reflux disease,EUROPEAN JOURNAL OF GASTROENTEROLOGY & HEPATOLOGY,20,3,10.1097/MEG.0b013e3282f246b2,10,0.7692307692307693
2008,"Feldstein, Bruce D.; Grudzen, Marita; Johnson, Art; LeBaron, Samuel",Integrating Spirituality and Culture with End-of-Life Care in Medical Education,CLINICAL GERONTOLOGIST,31,4,10.1080/07317110801947185,10,0.7692307692307693
2008,"Hofer, Manfred; Schmid, Sebastian; Zivkovic, Ilija","School-leisure conflicts, value, and interference of motivation during leisure time. A cross-cultural study",ZEITSCHRIFT FUR ENTWICKLUNGSPSYCHOLOGIE UND PADAGOGISCHE PSYCHOLOGIE,40,2,10.1026/0049-8637.40.2.55,10,0.7692307692307693
2008,"Korner, Alex; Lauritzen, Lise; Lolk, Annette; Abelskov, Kirsten; Christensen, Peder; Nilsson, Flemming Morkeberg",The Neuropsychiatric InventoryNPI. Validation of the Danish version,NORDIC JOURNAL OF PSYCHIATRY,62,6,10.1080/08039480801985146,10,0.7692307692307693
2008,"Shimoni, Baruch","Separation, emulation and competition - Hybridization styles of management cultures in Thailand, Mexico and Israel",JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,21,1,10.1108/09534810810847066,10,0.7692307692307693
2008,"Townes, Brenda D.; Martins, Isabel Pavao; Castro-Caldas, Alexandre; Rosenbaum, Gail; Derouen, Timothy",Repeat test scores on neurobehavioral measures over an eight-year period in a sample of Portuguese children,INTERNATIONAL JOURNAL OF NEUROSCIENCE,118,1,10.1080/00207450601042102,10,0.7692307692307693
2004,"Shuttleworth-Edwards, AB; Donnelly, MJ; Reid, I; Radloff, SE",A cross-cultural study with culture fair normative indications on WAIS-III Digit Symbol - Incidental Learning,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,26,7,NA,13,0.7647058823529411
2004,"Suizzo, MA","French and American mothers' childrearing beliefs - Stimulating, responding, and long-term goals",JOURNAL OF CROSS-CULTURAL PSYCHOLOGY,35,5,10.1177/0022022104268391,13,0.7647058823529411
2004,"Kruijshaar, ME; Barendregt, JJ",The breast cancer related burden of morbidity and mortality in six European countries - The European Disability Weights project,EUROPEAN JOURNAL OF PUBLIC HEALTH,14,2,10.1093/eurpub/14.2.141,13,0.7647058823529411
2004,"Ka'opua, LSI; Mueller, CW",Treatment adherence among native Hawaiians living with HIV,SOCIAL WORK,49,1,10.1093/sw/49.1.55,13,0.7647058823529411
2000,"Winston, M; Smith, J",A trans-cultural comparison of four psychiatric case-finding instruments in a Welsh community,SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,35,12,10.1007/s001270050281,16,0.7619047619047619
2000,"Akhtar, S",Influences of cultural origin and sex on work values,PSYCHOLOGICAL REPORTS,86,3,10.2466/PR0.86.3.1037-1049,16,0.7619047619047619
2000,"Nja, F; Roksund, OD; Svidal, B; Nystad, W; Carlsen, KH","Asthma and allergy among schoolchildren in a mountainous, dry, non-polluted area in Norway",PEDIATRIC ALLERGY AND IMMUNOLOGY,11,1,10.1034/j.1399-3038.2000.00044.x,16,0.7619047619047619
1996,"Paris, J",Cultural factors in the emergence of borderline pathology,PSYCHIATRY-INTERPERSONAL AND BIOLOGICAL PROCESSES,59,2,10.1080/00332747.1996.11024760,19,0.76
1992,"POLLARD, RQ",CROSS-CULTURAL ETHICS IN THE CONDUCT OF DEAFNESS RESEARCH,REHABILITATION PSYCHOLOGY,37,2,10.1037/h0079101,22,0.7586206896551724
1989,"MEISENHELDER, JB; LACHARITE, CL",FEAR OF CONTAGION - A STRESS RESPONSE TO ACQUIRED IMMUNODEFICIENCY SYNDROME,ADVANCES IN NURSING SCIENCE,11,2,10.1097/00012272-198901000-00007,24,0.75
1997,"Tak, J; Kaid, LL; Lee, S",A cross-cultural study of political advertising in the United States and Korea,COMMUNICATION RESEARCH,24,4,10.1177/009365097024004005,18,0.75
1997,"Smith, PB; Dugan, S; Trompenaars, F",Locus of control and affectivity by gender and occupational status: A 14 nation study,SEX ROLES,36,44228,10.1007/BF02766238,18,0.75
1997,"Varelas, M; Becker, J",Children's developing understanding of place value: Semiotic aspects,COGNITION AND INSTRUCTION,15,2,NA,18,0.75
2001,"Hornik, R; McAnany, E",Theories and evidence: Mass media effects and fertility change (Reprinted from Diffusion Processes and Fertility Transition: Selected Perspectives.,COMMUNICATION THEORY,11,4,10.1093/ct/11.4.454,15,0.75
2001,"Park, MK; Menard, SW; Yuan, C",Comparison of blood pressure in children from three ethnic groups,AMERICAN JOURNAL OF CARDIOLOGY,87,11,10.1016/S0002-9149(01)01528-4,15,0.75
2001,"Aranda, MP",Racial and ethnic factors in dementia care-giving research in the US,AGING & MENTAL HEALTH,5,NA,NA,15,0.75
2001,"Soh, S; Leong, FTL",Cross-cultural validation of Holland's theory in Singapore: Beyond structural validity of RIASEC,JOURNAL OF CAREER ASSESSMENT,9,2,10.1177/106907270100900202,15,0.75
2005,"Ipsiroglu, OS; Herle, M; Spoula, E; Moslinger, D; Wimmer, B; Burgard, P; Bode, H; Stockler-Ipsiroglu, S",Transcultural pediatrics: Compliance and outcome of PKU patients from families with an immigration background,WIENER KLINISCHE WOCHENSCHRIFT,117,15-16,10.1007/s00508-005-0327-x,12,0.75
2005,"Yao, SQ; Yi, JY; Zhu, XZ; Haviland, MG",Reliability and factorial validity of the Observer Alexithymia Scale - Chinese translation,PSYCHIATRY RESEARCH,134,1,10.1016/j.psychres.2004.08.010,12,0.75
2009,"Gruodyte, R.; Jurimae, J.; Saar, M.; Maasalu, K.; Jurimae, T.",Relationships between areal bone mineral density and jumping height in pubertal girls with different physical activity patterns,JOURNAL OF SPORTS MEDICINE AND PHYSICAL FITNESS,49,4,NA,9,0.75
2009,"Ralston, David A.; Egri, Carolyn P.; Casado, Tania; Fu, Pingping; Wangenheim, Florian","The impact of life stage and societal culture on subordinate influence ethics: A study of Brazil, China, Germany, and the US",JOURNAL OF INTERNATIONAL MANAGEMENT,15,4,10.1016/j.intman.2009.02.004,9,0.75
2009,"Orlando Olaz, Fabian; Medrano, Leonardo; Eugenia Greco, Maria; Pereira Del Prette, Zilda Aparecida",Argentinean Adaptation of the Social Skills Inventory IHS-Del-Prette,SPANISH JOURNAL OF PSYCHOLOGY,12,2,10.1017/S1138741600002122,9,0.75
2009,"Lie, Desiree",A FRAMEWORK FOR ENHANCING AND ASSESSING CULTURAL COMPETENCY TRAINING,KAOHSIUNG JOURNAL OF MEDICAL SCIENCES,25,9,10.1016/S1607-551X(09)70555-8,9,0.75
2009,"Mueller, Karsten; Hattrup, Keith; Hausmann, Natascha",An investigation of cross-national differences in positivity and job satisfaction,JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,82,3,10.1348/096317908X334782,9,0.75
2009,"Bilsky, Wolfgang","A estrutura de valores: sua estabilidade para além de instrumentos, teorias, idade e culturas",RAM. Revista de Administração Mackenzie,10,3,NA,9,0.75
2009,"Henry, Hani M.; Stiles, William B.; Biran, Mia W.; Mosher, James K.; Brinegar, Meredith Glick; Banerjee, Prashant",Immigrants' Continuing Bonds with their Native Culture: Assimilation Analysis of Three Interviews,TRANSCULTURAL PSYCHIATRY,46,2,10.1177/1363461509105816,9,0.75
2009,"Vauclair, Christin-Melanie",Measuring cultural values at the individual-level: considering morality in cross-cultural value research,RAM. Revista de Administração Mackenzie,10,3,NA,9,0.75
2009,"Iraurgi Castillo, Ioseba; Trujols Albet, Joan; Manuel Jimenez-Lerma, Juan; Landabaso, Miguel",Reliability and validity of the Spanish adaptation of the brief form of the Cocaine Craving Questionnaire-Now (CCQ-N-10),ADICCIONES,21,3,10.20882/adicciones.229,9,0.75
2009,"Kline, Susan L.; Zhang, Shuangyue",The Role of Relational Communication Characteristics and Filial Piety in Mate Preferences: Cross-cultural Comparisons of Chinese and US College Students,JOURNAL OF COMPARATIVE FAMILY STUDIES,40,3,10.3138/jcfs.40.3.325,9,0.75
2009,"Mansyur, Carol Leler; Amick, Benjamin C., III; Franzini, Luisa; Roberts, Robert E.",CULTURE AND THE SOCIAL CONTEXT OF HEALTH INEQUALITIES,INTERNATIONAL JOURNAL OF HEALTH SERVICES,39,1,10.2190/HS.39.1.d,9,0.75
2009,"Sun, Tao; Horn, Marty; Merritt, Denny",Impacts of cultural dimensions on healthy diet through public self-consciousness,JOURNAL OF CONSUMER MARKETING,26,44320,NA,9,0.75
2009,"Tuan, Tran Huu; Seenprachawong, Udomsak; Navrud, Stale",Comparing cultural heritage values in South East Asia - Possibilities and difficulties in cross-country transfers of economic values,JOURNAL OF CULTURAL HERITAGE,10,1,10.1016/j.culher.2008.09.003,9,0.75
2013,"Textor, Lauren; Tiedje, Kristina; Yawn, Barbara",Mexican and Somali immigrant breastfeeding initiation and counseling: a qualitative study of practices.,Minnesota medicine,96,12,NA,6,0.75
2013,"Wiggen, Oystein N.; Waagaard, Silje H.; Heidelberg, Cecilie T.; Oksa, Juha",EFFECT OF COLD CONDITIONS ON DOUBLE POLING SPRINT PERFORMANCE OF WELL-TRAINED MALE CROSS-COUNTRY SKIERS,JOURNAL OF STRENGTH AND CONDITIONING RESEARCH,27,12,10.1519/JSC.0b013e3182915e7d,6,0.75
2013,"d'Almeida, Karina S. M.; Souza, Gabriela C.; Rabelo-Silva, Eneida Rejane",Validity and reliability of the Dietary Sodium Restriction Questionnaire (DSRQ),NUTRICION HOSPITALARIA,28,5,10.3305/nh.2013.28.5.6679,6,0.75
2013,"McMurray, Adela; Scott, Don","Work Values Ethic, GNP Per Capita and Country of Birth Relationships",JOURNAL OF BUSINESS ETHICS,116,3,10.1007/s10551-012-1450-z,6,0.75
2013,"Sanchez-Runde, Carlos J.; Nardon, Luciara; Steers, Richard M.",The Cultural Roots of Ethical Conflicts in Global Business,JOURNAL OF BUSINESS ETHICS,116,4,10.1007/s10551-013-1815-y,6,0.75
2013,"Um, Nam-Hyun",The Role of Culture in Creative Execution in Celebrity Endorsement: The Cross-Cultural Study,JOURNAL OF GLOBAL MARKETING,26,3,NA,6,0.75
2013,"da Silva Ramalho, Maria Helena; Valentini, Nadia Cristina; Muraro, Caren Fernanda; Gadens, Ramona; Nobre, Glauber Carvalho",Validation for portuguese language: Movement Assessment Battery for Children' Checklist,MOTRIZ-REVISTA DE EDUCACAO FISICA,19,2,NA,6,0.75
2013,"Guedes, Dartagnan Pinto; Silvério Netto, José Evaristo",Participation Motivation Questionnaire: tradução e validação para uso em atletas-jovens brasileiros,Revista Brasileira de Educação Física e Esporte,27,1,NA,6,0.75
2017,"Brosseau, Lucie; Laroche, Chantal; Guitard, Paulette; King, Judy; Poitras, Stephane; Casimiro, Lynn; Barette, Julie Alexandra; Cardinal, Dominique; Cavallo, Sabrina; Laferriere, Lucie; Martini, Rose; Champoux, Nicholas; Taverne, Jennifer; Paquette, Chanyque; Tremblay, Sebastien; Sutton, Ann; Galipeau, Roseline; Tourigny, Jocelyne; Toupin-April, Karine; Loew, Laurianne; Demers, Catrine; Sauve-Schenk, Katrine; Paquet, Nicole; Savard, Jacinthe; Lagace, Josee; Pharand, Denyse; Vaillancourt, Veronique",The French-Canadian version of the Assessment of Multiple Systematic Reviews (AMSTAR) tool,PHYSIOTHERAPY CANADA,69,1,10.3138/ptc.2015-80F,3,0.75
2017,"Stack, Steven; Laubepin, Frederique","Locus of control and the direction of lethal violence: Cross national analysis, research note",SOCIAL SCIENCE JOURNAL,54,4,10.1016/j.soscij.2017.05.004,3,0.75
2017,"Hellemann, G. S.; Green, M. F.; Kern, R. S.; Sitarenios, G.; Nuechterlein, K. H.",Developing an international scoring system for a consensus-based social cognition measure: MSCEIT-managing emotions,PSYCHOLOGICAL MEDICINE,47,14,10.1017/S0033291717001052,3,0.75
2017,"Esposito, Giovanni; Gaeta, Giuseppe Lucio; Trasciani, Giorgia",ADMINISTRATIVE CHANGE IN THE EU: A CROSS-COUNTRY EMPIRICAL STUDY ON THE CONTEXTUAL DETERMINANTS OF NPM REFORM RHETORIC,ANNALS OF PUBLIC AND COOPERATIVE ECONOMICS,88,3,10.1111/apce.12142,3,0.75
