PY,AU,TI,SO,VL,IS,DI,Z9,citesPerYear
2016,"Chen, Sylvia Xiaohua; Lam, Ben C. P.; Hui, Bryant P. H.; Ng, Jacky C. K.; Mak, Winnie W. S.; Guan, Yanjun; Buchtel, Emma E.; Tang, Willie C. S.; Lau, Victor C. Y.","Conceptualizing Psychological Processes in Response to Globalization: Components, Antecedents, and Consequences of Global Orientations",JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,110,2,10.1037/a0039647,36,7.2
2018,"Wu, Jidong; Han, Guoyi; Zhou, Hongjian; Li, Ning",Economic development and declining vulnerability to climate-related disasters in China,ENVIRONMENTAL RESEARCH LETTERS,13,3,10.1088/1748-9326/aaabd7,21,7
1998,"Scruggs, LA",Political and economic inequality and the environment,ECOLOGICAL ECONOMICS,26,3,10.1016/S0921-8009(97)00118-3,157,6.826086956521739
2016,"Lam, Shui-fong; Jimerson, Shane; Shin, Hyeonsook; Cefai, Carmel; Veiga, Feliciano H.; Hatzichristou, Chryse; Polychroni, Fotini; Kikas, Eve; Wong, Bernard P. H.; Stanculescu, Elena; Basnett, Julie; Duck, Robert; Farrell, Peter; Liu, Yi; Negovan, Valeria; Nelson, Brett; Yang, Hongfei; Zollneritsch, Josef",Cultural universality and specificity of student engagement in school: The results of an international study from 12 countries,BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY,86,1,10.1111/bjep.12079,34,6.8
2009,"Oostendorp, Remco H.",Globalization and the Gender Wage Gap,WORLD BANK ECONOMIC REVIEW,23,1,10.1093/wber/lhn022,81,6.75
2014,"Zhao, Fang; Shen, Kathy Ning; Collier, Alan",Effects of national culture on e-government diffusion-A global study of 55 countries,INFORMATION & MANAGEMENT,51,8,10.1016/j.im.2014.06.004,47,6.714285714285714
2018,"Wang, Yan; Hao, Feng",Does Internet penetration encourage sustainable consumption? A cross-national analysis,SUSTAINABLE PRODUCTION AND CONSUMPTION,16,NA,10.1016/j.spc.2018.08.011,20,6.666666666666667
2011,"Vauclair, Christin-Melanie; Fischer, Ronald",Do cultural values predict individuals' moral attitudes? A cross-cultural multilevel approach,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,41,5,10.1002/ejsp.794,65,6.5
2019,"Spaiser, V; Scott, K.; Owen, A.; Holland, R.",Consumption-based accounting of CO2 emissions in the sustainable development Goals Agenda,INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,26,4,10.1080/13504509.2018.1559252,13,6.5
1976,"AHLUWALIA, MS","INEQUALITY, POVERTY AND DEVELOPMENT",JOURNAL OF DEVELOPMENT ECONOMICS,3,4,10.1016/0304-3878(76)90027-4,292,6.488888888888889
2008,"Goldberg, Ellis; Wibbels, Erik; Mvukiyehe, Eric","Lessons from strange cases - Democracy, development, and the resource curse in the US states",COMPARATIVE POLITICAL STUDIES,41,44320,10.1177/0010414007313123,82,6.3076923076923075
1998,"Krug, EG; Powell, KE; Dahlberg, LL",Firearm-related deaths in the United States and 35 other high- and upper-middle-income countries,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,27,2,10.1093/ije/27.2.214,145,6.304347826086956
1999,"Alderson, AS; Nielsen, F","Income inequality, development, and dependence: A reconsideration",AMERICAN SOCIOLOGICAL REVIEW,64,4,10.2307/2657259,138,6.2727272727272725
2006,"Jorgenson, AK","Global warming and the neglected greenhouse gas: A cross-national study of the social causes of methane emissions intensity, 1995",SOCIAL FORCES,84,3,10.1353/sof.2006.0050,94,6.266666666666667
2013,"Asal, Victor; Sommer, Udi; Harwood, Paul G.",Original Sin: A Cross-National Study of the Legality of Homosexual Acts,COMPARATIVE POLITICAL STUDIES,46,3,10.1177/0010414012453693,50,6.25
2017,"Dixson, Barnaby J. W.; Little, Anthony C.; Dixson, Henry G. W.; Brooks, Robert C.",Do prevailing environmental factors influence human preferences for facial morphology?,BEHAVIORAL ECOLOGY,28,5,10.1093/beheco/arx067,25,6.25
2008,"Magnusson, Peter; Wilson, Rick T.; Zdravkovic, Srdan; Zhou, Joyce Xin; Westjohn, Stanford A.",Breaking through the cultural clutter - A comparative assessment of multiple cultural and institutional frameworks,INTERNATIONAL MARKETING REVIEW,25,2,10.1108/02651330810866272,81,6.230769230769231
2011,"Kummu, Matti; Varis, Olli","The world by latitudes: A global analysis of human population, development level and environment across the north-south axis over the past half century",APPLIED GEOGRAPHY,31,2,10.1016/j.apgeog.2010.10.009,62,6.2
2002,"Knowles, S; Lorgelly, PK; Owen, PD",Are educational gender gaps a brake on economic development? Some cross-country empirical evidence,OXFORD ECONOMIC PAPERS-NEW SERIES,54,1,10.1093/oep/54.1.118,117,6.157894736842105
2013,"Shetty, Prakash",Nutrition Transition and Its Health Outcomes,INDIAN JOURNAL OF PEDIATRICS,80,NA,10.1007/s12098-013-0971-5,49,6.125
2000,"Henderson, EA; Singer, JD","Civil war in the post-colonial world, 1946-92",JOURNAL OF PEACE RESEARCH,37,3,10.1177/0022343300037003001,128,6.095238095238095
2005,"Swami, Viren; Tovee, Martin J",Male physical attractiveness in Britain and Malaysia: A cross-cultural study.,Body image,2,4,10.1016/j.bodyim.2005.08.001,97,6.0625
1992,"CHARLES, M",CROSS-NATIONAL VARIATION IN OCCUPATIONAL SEX SEGREGATION,AMERICAN SOCIOLOGICAL REVIEW,57,4,10.2307/2096096,175,6.0344827586206895
1991,"GANZEBOOM, HBG; TREIMAN, DJ; ULTEE, WC",COMPARATIVE INTERGENERATIONAL STRATIFICATION RESEARCH - 3 GENERATIONS AND BEYOND,ANNUAL REVIEW OF SOCIOLOGY,17,NA,NA,180,6
2011,"Mahutga, Matthew C.; Smith, David A.","Globalization, the structure of the world economy and economic development",SOCIAL SCIENCE RESEARCH,40,1,10.1016/j.ssresearch.2010.08.012,59,5.9
2012,"Henderson, Daniel J.; Papageorgiou, Chris; Parmeter, Christopher F.",Growth Empirics without Parameters,ECONOMIC JOURNAL,122,559,10.1111/j.1468-0297.2011.02460.x,53,5.888888888888889
1997,"Aikenhead, GS",Toward a first nations cross-cultural science and technology curriculum,SCIENCE EDUCATION,81,2,10.1002/(SICI)1098-237X(199704)81:2<217::AID-SCE6>3.0.CO;2-I,141,5.875
2013,"Semyonov, Moshe; Lewin-Epstein, Noah; Maskileyson, Dina",Where wealth matters more for health: The wealth-health gradient in 16 countries,SOCIAL SCIENCE & MEDICINE,81,NA,10.1016/j.socscimed.2013.01.010,47,5.875
2002,"Petrakis, PE; Stamatakis, D",Growth and educational levels: a comparative analysis,ECONOMICS OF EDUCATION REVIEW,21,5,10.1016/S0272-7757(01)00050-4,111,5.842105263157895
2009,"Chudgar, Amita; Luschei, Thomas F.","National Income, Income Inequality, and the Importance of Schools: A Hierarchical Cross-National Comparison",AMERICAN EDUCATIONAL RESEARCH JOURNAL,46,3,10.3102/0002831209340043,70,5.833333333333333
2010,"Franke, George R.; Richey, R. Glenn, Jr.",Improving generalizations from multi-country comparisons in international business research,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,41,8,10.1057/jibs.2010.21,64,5.818181818181818
2010,"Das, Jayoti; Dirienzo, Cassandra",Tourism competitiveness and corruption: a cross-country analysis,TOURISM ECONOMICS,16,3,10.5367/000000010792278392,64,5.818181818181818
2005,"Marks, GN",Cross-national differences and accounting for social class inequalities in education,INTERNATIONAL SOCIOLOGY,20,4,10.1177/0268580905058328,93,5.8125
2003,"Dietz, S; Adger, WN","Economic growth, biodiversity loss and conservation effort",JOURNAL OF ENVIRONMENTAL MANAGEMENT,68,1,10.1016/S0301-4797(02)00231-1,101,5.611111111111111
2011,"Clark, Rob","World health inequality: Convergence, divergence, and development",SOCIAL SCIENCE & MEDICINE,72,4,10.1016/j.socscimed.2010.12.008,56,5.6
2011,"Heisig, Jan Paul",Who Does More Housework: Rich or Poor? A Comparison of 33 Countries,AMERICAN SOCIOLOGICAL REVIEW,76,1,10.1177/0003122410396194,56,5.6
1994,"PACK, H",ENDOGENOUS GROWTH THEORY - INTELLECTUAL APPEAL AND EMPIRICAL SHORTCOMINGS,JOURNAL OF ECONOMIC PERSPECTIVES,8,1,10.1257/jep.8.1.55,150,5.555555555555555
2017,"Saha, Shrabani; Ben Ali, Mohamed Sami",Corruption and Economic Development: New Evidence from the Middle Eastern and North African Countries,ECONOMIC ANALYSIS AND POLICY,54,NA,10.1016/j.eap.2017.02.001,22,5.5
2002,"Reinhardt, UE; Hussey, PS; Anderson, GF","Cross-national comparisons of health systems using OECD data, 1999",HEALTH AFFAIRS,21,3,10.1377/hlthaff.21.3.169,102,5.368421052631579
2010,"Zhang, J.; Ma, J.; Jia, C.; Sun, J.; Guo, X.; Xu, A.; Li, W.",Economic growth and suicide rate changes: A case in China from 1982 to 2005,EUROPEAN PSYCHIATRY,25,3,10.1016/j.eurpsy.2009.07.013,59,5.363636363636363
2009,"Engelbrecht, Hans-Juergen","Natural capital, subjective well-being, and the new welfare economics of sustainability: Some evidence from cross-country regressions",ECOLOGICAL ECONOMICS,69,2,10.1016/j.ecolecon.2009.08.011,64,5.333333333333333
2018,"Fernandez-Serrano, Jos; Berbegal, Vanessa; Velasco, Francisco; Expsito, Alfonso",Efficient entrepreneurial culture: a cross-country analysis of developed countries,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,14,1,10.1007/s11365-017-0440-0,16,5.333333333333333
2011,"Acuin, Cecilia S.; Khor, Geok Lin; Liabsuetrakul, Tippawan; Achadi, Endang L.; Htay, Thein Thein; Firestone, Rebecca; Bhutta, Zulfiqar A.","Health in Southeast Asia 2 Maternal, neonatal, and child health in southeast Asia: towards greater regional collaboration",LANCET,377,9764,10.1016/S0140-6736(10)62049-1,53,5.3
2004,"York, R; Gossard, MH",Cross-national meat and fish consumption: exploring the effects of modernization and ecological context,ECOLOGICAL ECONOMICS,48,3,10.1016/j.ecolecon.2003.10.009,89,5.235294117647059
1999,"Frank, DJ; McEneaney, EH","The individualization of society and the liberalization of state policies on same-sex sexual relations, 1984-1995",SOCIAL FORCES,77,3,10.2307/3005966,115,5.2272727272727275
2009,"Lorenzoni, Irene; Hulme, Mike",Believing is seeing: laypeople's views of future socio-economic and climate change in England and in Italy,PUBLIC UNDERSTANDING OF SCIENCE,18,4,10.1177/0963662508089540,62,5.166666666666667
2008,"Gollin, Douglas",Nobody's business but my own: Self-employment and small enterprise in economic development,JOURNAL OF MONETARY ECONOMICS,55,2,10.1016/j.jmoneco.2007.11.003,67,5.153846153846154
2014,"Mahutga, Matthew C.","Global models of networked organization, the positional power of nations and economic development",REVIEW OF INTERNATIONAL POLITICAL ECONOMY,21,1,10.1080/09692290.2013.779932,36,5.142857142857143
2008,"Kim, Daniel; Kawachi, Ichiro; Hoorn, Stephen Vander; Ezzati, Majid",Is inequality at the heart of it? Cross-country associations of income inequality with cardiovascular diseases and risk factors,SOCIAL SCIENCE & MEDICINE,66,8,10.1016/j.socscimed.2007.12.030,66,5.076923076923077
2003,"Carayannis, EG; Evans, D; Hanson, M",A cross-cultural learning strategy for entrepreneurship education: outline of key concepts and lessons learned from a comparative study of entrepreneurship students in France and the US,TECHNOVATION,23,9,10.1016/S0166-4972(02)00030-5,90,5
2007,"Ahlering, Beth; Deakin, Simon","Labor regulation, corporate governance, and legal origin: A case of institutional complementarity?",LAW & SOCIETY REVIEW,41,4,10.1111/j.1540-5893.2007.00328.x,70,5
2010,"Gaio, Cristina",The Relative Importance of Firm and Country Characteristics for Earnings Quality around the World,EUROPEAN ACCOUNTING REVIEW,19,4,10.1080/09638180903384643,55,5
2014,"Jorm, Anthony F.; Ryan, Siobhan M.",Cross-national and historical differences in subjective well-being,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,43,2,10.1093/ije/dyt188,35,5
2017,"Einolf, Christopher J.",Cross-National Differences in Charitable Giving in the West and the World,VOLUNTAS,28,2,10.1007/s11266-016-9758-4,20,5
2018,"Fiorini, Matteo; Hoekman, Bernard",Services trade policy and sustainable development,WORLD DEVELOPMENT,112,NA,10.1016/j.worlddev.2018.07.015,15,5
2007,"Jorgenson, Andrew K.; Burns, Thomas J.","Effects of rural and urban population dynamics and national development on deforestation in less-developed countries, 1990-2000",SOCIOLOGICAL INQUIRY,77,3,10.1111/j.1475-682X.2007.00200.x,69,4.928571428571429
2008,"York, Richard","De-carbonization in former Soviet republics, 1992-2000: The ecological consequences of de-modernization",SOCIAL PROBLEMS,55,3,10.1525/sp.2008.55.3.370,64,4.923076923076923
1995,"Kelley, AC; Schmidt, RM",Aggregate population and economic growth correlations: The role of the components of demographic change,DEMOGRAPHY,32,4,10.2307/2061674,127,4.884615384615385
2013,"Lessmann, Christian",Foreign direct investment and regional inequality: A panel data analysis,CHINA ECONOMIC REVIEW,24,NA,10.1016/j.chieco.2012.12.001,39,4.875
2014,"Ljunge, Martin",Trust issues: Evidence on the intergenerational trust transmission among children of immigrants,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,106,NA,10.1016/j.jebo.2014.07.001,34,4.857142857142857
2009,"Schaap, Maartje M.; Kunst, Anton E.; Leinsalu, Mall; Regidor, Enrique; Espelt, Albert; Ekholm, Ola; Helmert, Uwe; Klumbiene, Jurate; Mackenbach, Johan P.","Female ever-smoking, education, emancipation and economic development in 19 European countries",SOCIAL SCIENCE & MEDICINE,68,7,10.1016/j.socscimed.2009.01.007,58,4.833333333333333
2015,"Kinge, Jonas Minet; Strand, Bjorn Heine; Vollset, Stein Emil; Skirbekk, Vegard",Educational inequalities in obesity and gross domestic product: evidence from 70 countries,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,69,12,10.1136/jech-2014-205353,29,4.833333333333333
2013,"DeMeritt, Jacqueline H. R.; Young, Joseph K.","A political economy of human rights: Oil, natural gas, and state incentives to repress",CONFLICT MANAGEMENT AND PEACE SCIENCE,30,2,10.1177/0738894212473915,38,4.75
2017,"Williams, Colin C.; Krasniqi, Besnik",Evaluating the individual- and country-level variations in tax morale Evidence from 35 Eurasian countries,JOURNAL OF ECONOMIC STUDIES,44,5,10.1108/JES-09-2016-0182,19,4.75
2018,"Richmond, Kami; Triplett, Russell E.",ICT and income inequality: a cross-national perspective,INTERNATIONAL REVIEW OF APPLIED ECONOMICS,32,2,10.1080/02692171.2017.1338677,14,4.666666666666667
2010,"Karlsson, Martin; Nilsson, Therese; Lyttkens, Carl Hampus; Leeson, George",Income inequality and health: Importance of a cross-country perspective,SOCIAL SCIENCE & MEDICINE,70,6,10.1016/j.socscimed.2009.10.056,51,4.636363636363637
2005,"Ferrie, JP",History lessons - The end of American exceptionalism? Mobility in the United States since 1850,JOURNAL OF ECONOMIC PERSPECTIVES,19,3,10.1257/089533005774357824,74,4.625
2013,"Reeves, Aaron; Basu, Sanjay; McKee, Martin; Meissner, Christopher; Stuckler, David",Does investment in the health sector promote or inhibit economic growth?,GLOBALIZATION AND HEALTH,9,NA,10.1186/1744-8603-9-43,37,4.625
2013,"Profeta, Paola; Puglisi, Riccardo; Scabrosetti, Simona",Does democracy affect taxation and government spending? Evidence from developing countries,JOURNAL OF COMPARATIVE ECONOMICS,41,3,10.1016/j.jce.2012.10.004,37,4.625
2013,"Rechel, Bernd; Roberts, Bayard; Richardson, Erica; Shishkin, Sergey; Shkolnikov, Vladimir M.; Leon, David A.; Bobak, Martin; Karanikolos, Marina; McKee, Martin",Health and health systems in the Commonwealth of Independent States,LANCET,381,9872,10.1016/S0140-6736(12)62084-4,37,4.625
2013,"Saha, Shrabani; Gounder, Rukmani",Corruption and economic development nexus: Variations across income levels in a non-linear framework,ECONOMIC MODELLING,31,NA,10.1016/j.econmod.2012.11.012,37,4.625
1995,"NIELSEN, F; ALDERSON, AS","INCOME INEQUALITY, DEVELOPMENT, AND DUALISM - RESULTS FROM AN UNBALANCED CROSS-NATIONAL PANEL",AMERICAN SOCIOLOGICAL REVIEW,60,5,10.2307/2096317,119,4.576923076923077
2000,"Olson, M; Sarna, N; Swamy, AV",Governance and growth: A simple hypothesis explaining cross-country differences in productivity growth,PUBLIC CHOICE,102,44289,10.1023/A:1005067115159,96,4.571428571428571
2017,"Dolton, Peter; Xiao, Mimi",The intergenerational transmission of body mass index across countries,ECONOMICS & HUMAN BIOLOGY,24,NA,10.1016/j.ehb.2016.11.005,18,4.5
2002,"Hsieh, MH",Identifying brand image dimensionality and measuring the degree of brand globalization: A cross-national study,JOURNAL OF INTERNATIONAL MARKETING,10,2,10.1509/jimk.10.2.46.19538,85,4.473684210526316
2012,"Fox, Sean; Hoelscher, Kristian","Political order, development and social violence",JOURNAL OF PEACE RESEARCH,49,3,10.1177/0022343311434327,40,4.444444444444445
2012,"Zhunio, Maria Cristina; Vishwasrao, Sharmila; Chiang, Eric P.",The influence of remittances on education and health outcomes: a cross country study,APPLIED ECONOMICS,44,35,10.1080/00036846.2011.593499,40,4.444444444444445
1995,"Muller, EN",Economic determinants of democracy,AMERICAN SOCIOLOGICAL REVIEW,60,6,10.2307/2096435,115,4.423076923076923
2009,"Bosker, Maarten; Garretsen, Harry",Economic development and the geography of institutions,JOURNAL OF ECONOMIC GEOGRAPHY,9,3,10.1093/jeg/lbn047,53,4.416666666666667
2001,"Mendelsohn, R; Dinar, A; Sanghi, A",The effect of development on the climate sensitivity of agriculture,ENVIRONMENT AND DEVELOPMENT ECONOMICS,6,NA,10.1017/S1355770X01000055,88,4.4
2011,"Molzahn, Anita E.; Kalfoss, Mary; Makaroff, Kara Schick; Skevington, Suzanne M.",Comparing the importance of different aspects of quality of life to older adults across diverse cultures,AGE AND AGEING,40,2,10.1093/ageing/afq156,44,4.4
2016,"Pick, Doreen; Eisend, Martin",Customer Responses to Switching Costs: A Meta-Analytic Investigation of the Moderating Influence of Culture,JOURNAL OF INTERNATIONAL MARKETING,24,4,10.1509/jim.15.0139,22,4.4
2010,"Wagstaff, Adam",SOCIAL HEALTH INSURANCE REEXAMINED,HEALTH ECONOMICS,19,5,10.1002/hec.1492,48,4.363636363636363
2009,"Brouwers, Symen A.; Van de Vijver, Fons J. R.; Van Hemert, Dianne A.",Variation in Raven's Progressive Matrices scores across time and place,LEARNING AND INDIVIDUAL DIFFERENCES,19,3,10.1016/j.lindif.2008.10.006,52,4.333333333333333
2015,"Savoia, Antonio; Sen, Kunal","MEASUREMENT, EVOLUTION, DETERMINANTS, AND CONSEQUENCES OF STATE CAPACITY: A REVIEW OF RECENT RESEARCH",JOURNAL OF ECONOMIC SURVEYS,29,3,10.1111/joes.12065,26,4.333333333333333
2018,"Dutta, Nabamita; Mallick, Sushanta",Enabling Women Entrepreneurs: Exploring Factors That Mitigate the Negative Impact of Fertility Rates on Female Entrepreneurship,KYKLOS,71,3,10.1111/kykl.12175,13,4.333333333333333
2018,"Anderson, Siwan",Legal Origins and Female HIV,AMERICAN ECONOMIC REVIEW,108,6,10.1257/aer20151047,13,4.333333333333333
2018,"Givens, Jennifer E.","Ecologically unequal exchange and the carbon intensity of well-being, 1990-2011",ENVIRONMENTAL SOCIOLOGY,4,3,10.1080/23251042.2018.1436878,13,4.333333333333333
2014,"Ku, Lisbeth; Dittmar, Helga; Banerjee, Robin",To Have or to Learn? The Effects of Materialism on British and Chinese Children's Learning,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,106,5,10.1037/a0036038,30,4.285714285714286
